gene,organ_system,evidence_sources,safetyome_scaled_score,tau_score_percentile,conservation_score_percentile,safetyome_scaled_score_percentile,median_tau_conservation_score,median_all_scores
IL17F,Skin and subcutaneous tissue disorders,"DrugBank(1), GWAS(1), HPO(15), OpenTargets(2), TTD(1)",1.48,0.9871994793841016,0.04567053854276663,0.9425747992767729,0.5164350089634341,0.9425747992767729
ABCC9,Cardiac disorders,"Clinvar(6), DisGenet(5), Diseases(3), DrugBank(1), HPO(36), OpenTargets(9)",3.35,0.5603005820092827,0.9424130055745192,0.991181340186903,0.751356793791901,0.9424130055745192
SLC12A5,Nervous system disorders,"Clinvar(2), DisGenet(2), Diseases(2), GWAS(1), HPO(32), OpenTargets(3), TTD(1)",2.85,0.94237616954397,0.8809213919108076,0.9857363546306623,0.9116487807273888,0.94237616954397
HUWE1,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(28), HPO(28), OpenTargets(7)",3.11,0.04701505365781784,0.9419955305616267,0.9888502490422783,0.4945052921097223,0.9419955305616267
UGT1A9,Hepatobiliary disorders,"DisGenet(10), GWAS(12), OpenTargets(8), PheGenI(1)",1.91,0.9418359077625795,0.07773630313597407,0.9627094691485456,0.5097861054492768,0.9418359077625795
CRYBB2,Eye disorders,"Clinvar(1), DisGenet(2), Diseases(2), HPO(12), OpenTargets(12)",1.97,0.9051472213354289,0.941749957024631,0.9653696147638081,0.9234485891800299,0.941749957024631
CYP2A6,"Respiratory, thoracic and mediastinal disorders","Clinvar(2), DisGenet(4), GWAS(7), HPO(4), OpenTargets(7), PheGenI(2)",1.93,0.941700842317232,0.1301416959308465,0.9642092647884006,0.5359212691240393,0.941700842317232
GRM8,Psychiatric disorders,"DisGenet(1), GWAS(12), OpenTargets(8), PheGenI(1)",1.47,0.9693155865523931,0.9375015348346062,0.9415010425831122,0.9534085606934997,0.9415010425831122
CLDN19,Renal and urinary disorders,"Clinvar(1), DisGenet(7), HPO(11), OpenTargets(3)",1.47,0.9486812701063333,0.8693732963335871,0.9415010425831122,0.9090272832199602,0.9415010425831122
EPHB2,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(1), DisGenet(3), Diseases(2), DrugBank(1), HPO(3), OpenTargets(6), TTD(1)",1.47,0.7465865278357604,0.9860943984676211,0.9415010425831122,0.8663404631516908,0.9415010425831122
TLK2,Psychiatric disorders,"Clinvar(1), DisGenet(1), HPO(16), OpenTargets(4)",1.47,0.4470973207927114,0.9862417425898186,0.9415010425831122,0.716669531691265,0.9415010425831122
SLC30A8,Endocrine disorders,"Clinvar(1), DisGenet(2), Diseases(1), GWAS(6), HPO(3), OpenTargets(3), PheGenI(1)",1.47,0.9507993418629208,0.4171926033250657,0.9415010425831122,0.6839959725939933,0.9415010425831122
SLC30A8,Metabolism and nutrition disorders,"Clinvar(1), DisGenet(2), Diseases(2), GWAS(6), HPO(3), OpenTargets(2), PheGenI(1)",1.47,0.9507993418629208,0.4171926033250657,0.9415010425831122,0.6839959725939933,0.9415010425831122
ZNF148,"Congenital, familial and genetic disorders","Clinvar(1), DisGenet(1), HPO(18), OpenTargets(2)",1.47,0.3145551435377324,0.947005230716338,0.9415010425831122,0.6307801871270352,0.9415010425831122
CACNA1E,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(1), GWAS(1), HPO(17), OpenTargets(5)",1.93,0.9414736867955109,0.7401647798433241,0.9642092647884006,0.8408192333194175,0.9414736867955109
KRT9,Skin and subcutaneous tissue disorders,"Clinvar(1), DisGenet(3), Diseases(2), DrugBank(3), HPO(8), OpenTargets(3)",1.58,0.941412293411262,0.1608322487168783,0.9482449273655553,0.5511222710640701,0.941412293411262
NALCN,Musculoskeletal and connective tissue disorders,"Clinvar(2), DisGenet(8), HPO(53), OpenTargets(4)",3.2,0.8277792785049483,0.9412219739200903,0.9897473554411754,0.8845006262125192,0.9412219739200903
MYL10,Skin and subcutaneous tissue disorders,"GWAS(5), PheGenI(1)",0.31,0.9871994793841016,0.9410562117826183,0.742873372912236,0.96412784558336,0.9410562117826183
HCN1,Nervous system disorders,"Clinvar(2), DisGenet(4), Diseases(1), GWAS(2), HPO(54), OpenTargets(11)",3.77,0.9410070970752191,0.7966958080597235,0.9943922190740754,0.8688514525674713,0.9410070970752191
PLCB1,Nervous system disorders,"Clinvar(1), DisGenet(3), Diseases(1), HPO(29), OpenTargets(7)",2.51,0.6657805554873407,0.9409702610446699,0.979820301621719,0.8033754082660053,0.9409702610446699
CFHR1,Eye disorders,"Clinvar(2), DisGenet(1), Diseases(1), GWAS(6), HPO(7), OpenTargets(3), PheGenI(2)",1.79,0.9408658922914467,0.0466835293828737,0.9580368956654867,0.4937747108371602,0.9408658922914467
STUB1,Nervous system disorders,"Clinvar(2), DisGenet(7), Diseases(2), HPO(48), OpenTargets(3)",3.25,0.01379509344073083,0.9408351955993223,0.9902773063254661,0.4773151445200265,0.9408351955993223
SLC5A2,Renal and urinary disorders,"Clinvar(2), DisGenet(2), Diseases(1), DrugBank(2), GWAS(3), HPO(8), OpenTargets(2)",1.67,0.9407308268460991,0.1499103656589966,0.9525260992151185,0.5453205962525478,0.9407308268460991
KRT25,Skin and subcutaneous tissue disorders,"Clinvar(1), DisGenet(1), Diseases(1), GWAS(1), HPO(12), OpenTargets(2)",1.46,0.9548697232386238,0.6911114658284423,0.9406974569285017,0.8229905945335331,0.9406974569285017
RAX,Eye disorders,"Clinvar(1), DisGenet(1), Diseases(2), GWAS(2), HPO(9), OpenTargets(3)",1.46,0.9871994793841016,0.6490201615873873,0.9406974569285017,0.8181098204857444,0.9406974569285017
ID3,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","OpenTargets(31), PheGenI(1)",1.46,0.2904029861742098,0.9465631983497458,0.9406974569285017,0.6184830922619778,0.9406974569285017
CASR,Metabolism and nutrition disorders,"Clinvar(2), DisGenet(9), Diseases(2), DrugBank(10), GWAS(2), HPO(22), OpenTargets(12)",3.45,0.9402458191105326,0.8133088578374794,0.9919502885288147,0.8767773384740061,0.9402458191105326
PRMT8,Gastrointestinal disorders,"GWAS(2), OpenTargets(1)",0.14,0.9401046143267602,0.9650794430392181,0.6008257535347378,0.9525920286829892,0.9401046143267602
ERC1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(1), OpenTargets(74)",2.7,0.3078202892856266,0.9400248029272366,0.9836130873622301,0.6239225461064316,0.9400248029272366
KNG1,Metabolism and nutrition disorders,"Clinvar(1), DisGenet(2), DrugBank(4), GWAS(13), HPO(2), OpenTargets(1), PheGenI(1)",1.91,0.9397485326981164,0.06182313793865573,0.9627094691485456,0.500785835318386,0.9397485326981164
PTPN11,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(1), DisGenet(19), Diseases(1), HPO(11), OpenTargets(150), TTD(1)",5.84,0.153956189681,0.939607327914344,0.999397310759042,0.546781758797672,0.939607327914344
FGF5,Vascular disorders,"DisGenet(1), GWAS(19), OpenTargets(12), PheGenI(1)",2.0,0.9394170084231723,0.5163306402102109,0.9663775605633412,0.7278738243166916,0.9394170084231723
ATL1,Nervous system disorders,"Clinvar(2), DisGenet(6), Diseases(4), HPO(41), OpenTargets(10)",3.28,0.6171815525159009,0.9393863117310478,0.9905959696022943,0.7782839321234744,0.9393863117310478
DNAJC5,Nervous system disorders,"Clinvar(3), DisGenet(2), Diseases(3), HPO(75), OpenTargets(3)",3.92,0.1574371945679134,0.9392451069472754,0.9952858617417026,0.5483411507575944,0.9392451069472754
PDYN,Nervous system disorders,"Clinvar(1), DisGenet(1), Diseases(2), GWAS(1), HPO(20), OpenTargets(1)",1.93,0.939214410255151,0.221918666044547,0.9642092647884006,0.580566538149849,0.939214410255151
FBXL3,Nervous system disorders,"Clinvar(1), DisGenet(5), GWAS(2), HPO(10), OpenTargets(1)",1.43,0.2518479408658923,0.9541268632892119,0.9391734151697575,0.6029874020775521,0.9391734151697575
APPL1,Metabolism and nutrition disorders,"Clinvar(1), DisGenet(1), Diseases(2), HPO(14), OpenTargets(1)",1.43,0.09669458019203851,0.9595663171336657,0.9391734151697575,0.5281304486628521,0.9391734151697575
CLVS1,Nervous system disorders,"DisGenet(5), GWAS(1)",0.31,0.9391039021635028,0.946888583286265,0.742873372912236,0.9429962427248839,0.9391039021635028
FAM135B,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(86),2.17,0.9390056727487046,0.4356535939687139,0.9715419838867221,0.6873296333587093,0.9390056727487046
GABRA5,Nervous system disorders,"Clinvar(1), Diseases(1), DrugBank(9), HPO(42), OpenTargets(5)",3.13,0.9388521892880823,0.8829228162373223,0.9890199718745021,0.9108875027627024,0.9388521892880823
RUNX1T1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(1), Diseases(2), OpenTargets(117)",4.08,0.6157203899707767,0.9386250337663613,0.9960755924712337,0.777172711868569,0.9386250337663613
ABCA12,Skin and subcutaneous tissue disorders,"Clinvar(3), DisGenet(5), Diseases(3), HPO(20), OpenTargets(8)",2.42,0.9386066157510866,0.6747992436335061,0.9779810603174164,0.8067029296922963,0.9386066157510866
KIF1A,Nervous system disorders,"Clinvar(5), DisGenet(33), Diseases(5), GWAS(1), HPO(66), OpenTargets(17)",4.97,0.7953205962525478,0.9383917389062154,0.9984690307787161,0.8668561675793816,0.9383917389062154
DSCAM,"Congenital, familial and genetic disorders","DisGenet(3), Diseases(1), GWAS(1), OpenTargets(3)",0.61,0.9383549028756661,0.951014218707792,0.843938123904595,0.9446845607917291,0.9383549028756661
BRIP1,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Clinvar(2), DisGenet(14), Diseases(2), GWAS(1), HPO(11), OpenTargets(128), PheGenI(1)",5.66,0.9381830013997692,0.3237702905134943,0.999210269270469,0.6309766459566317,0.9381830013997692
ASS1,Metabolism and nutrition disorders,"Clinvar(4), DisGenet(2), Diseases(1), DrugBank(2), GWAS(1), HPO(7), OpenTargets(4)",1.73,0.4594987844109918,0.9381707227229193,0.9557161957146717,0.6988347535669556,0.9381707227229193
HORMAD2,Immune system disorders,"DisGenet(5), GWAS(7), OpenTargets(7), PheGenI(2)",1.42,0.9871994793841016,0.3518700424842219,0.9379957465380006,0.6695347609341618,0.9379957465380006
KCNJ8,"Congenital, familial and genetic disorders","DisGenet(1), Diseases(1), HPO(17), OpenTargets(2)",1.42,0.3060337418039832,0.9715994204464526,0.9379957465380006,0.6388165811252179,0.9379957465380006
KCNJ18,Nervous system disorders,"Clinvar(1), DisGenet(2), HPO(17), OpenTargets(1)",1.42,0.9691989391223201,0.1782802485204194,0.9379957465380006,0.5737395938213697,0.9379957465380006
BMP4,"Congenital, familial and genetic disorders","Clinvar(3), DisGenet(2), Diseases(2), GWAS(1), HPO(46), OpenTargets(8)",3.41,0.4964269050367132,0.9379804032317477,0.9917043636086538,0.7172036541342305,0.9379804032317477
FGF23,Metabolism and nutrition disorders,"Clinvar(4), DisGenet(1), Diseases(6), DrugBank(4), GWAS(2), HPO(13), OpenTargets(2)",2.34,0.937968124554898,0.2082954740797132,0.9759582412558104,0.5731317993173055,0.937968124554898
GRM6,Eye disorders,"Clinvar(2), DisGenet(3), Diseases(3), HPO(17), OpenTargets(3)",1.92,0.9378146410942757,0.8374855725547015,0.9635684745034742,0.8876501068244886,0.9378146410942757
TUBB6,Nervous system disorders,"Clinvar(1), DisGenet(12), HPO(5), OpenTargets(6)",1.57,0.3201664988580831,0.937796223079001,0.9473443572353882,0.6289813609685421,0.937796223079001
TBX22,"Congenital, familial and genetic disorders","Clinvar(2), DisGenet(3), Diseases(1), HPO(20), OpenTargets(5)",2.07,0.9376366002799539,0.06544534760934162,0.9683588148497086,0.5015409739446477,0.9376366002799539
GUCY2C,Gastrointestinal disorders,"Clinvar(3), DisGenet(3), DrugBank(1), HPO(8), OpenTargets(7), TTD(1)",1.76,0.9374708381424818,0.4867574470175094,0.9567068228578554,0.7121141425799956,0.9374708381424818
GRM7,Nervous system disorders,"Clinvar(1), DisGenet(5), Diseases(1), GWAS(1), HPO(43), OpenTargets(12)",3.45,0.9373296333587092,0.9292257066378528,0.9919502885288147,0.933277669998281,0.9373296333587092
RAD21,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","DisGenet(8), HPO(2), OpenTargets(100)",3.89,0.03708774342476855,0.9371393138675377,0.995168094878527,0.4871135286461531,0.9371393138675377
HS2ST1,"Congenital, familial and genetic disorders","Clinvar(1), HPO(21), OpenTargets(2)",1.4,0.4648215908253727,0.9550354853760958,0.9371228862579926,0.7099285381007343,0.9371228862579926
IMPDH2,Nervous system disorders,"DrugBank(1), HPO(20), OpenTargets(3)",1.4,0.2469855848333783,0.9797524618747084,0.9371228862579926,0.6133690233540434,0.9371228862579926
GTF2I,Musculoskeletal and connective tissue disorders,"DisGenet(1), GWAS(3), HPO(33), OpenTargets(2), PheGenI(1)",2.47,0.306328430048378,0.9367525355467695,0.9790444258172674,0.6215404827975738,0.9367525355467695
FZD4,Eye disorders,"Clinvar(1), DisGenet(9), Diseases(1), GWAS(1), HPO(51), OpenTargets(6)",3.63,0.5034932835637632,0.9365376587018983,0.9935332137191468,0.7200154711328308,0.9365376587018983
TEX11,Reproductive system and breast disorders,"DisGenet(1), GWAS(4), HPO(9), OpenTargets(4), PheGenI(1)",1.43,0.9365315193634733,0.1670513985412932,0.9391734151697575,0.5517914589523832,0.9365315193634733
FGF3,Ear and labyrinth disorders,"Clinvar(1), DisGenet(2), GWAS(1), HPO(10), OpenTargets(2), PheGenI(1)",1.39,0.9871994793841016,0.4302509761548096,0.9363816477662397,0.7087252277694556,0.9363816477662397
TCHH,Skin and subcutaneous tissue disorders,"Clinvar(2), DisGenet(2), GWAS(3), HPO(5), OpenTargets(4), PheGenI(1)",1.39,0.94124653127379,0.002566243461604578,0.9363816477662397,0.4719063873676973,0.9363816477662397
GAS2L2,"Respiratory, thoracic and mediastinal disorders","Clinvar(1), Diseases(1), GWAS(1), HPO(16), OpenTargets(1)",1.48,0.936101765673731,0.2350015962279905,0.9425747992767729,0.5855516809508607,0.936101765673731
IQSEC2,Nervous system disorders,"Clinvar(1), DisGenet(8), HPO(31), OpenTargets(13)",2.76,0.5908744873652415,0.9360526509663318,0.9845136574923972,0.7634635691657867,0.9360526509663318
CNBP,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",OpenTargets(47),1.38,0.0376893985904079,0.993216031040495,0.9360352746392524,0.5154527148154515,0.9360352746392524
TAB2,Cardiac disorders,"Clinvar(1), DisGenet(3), GWAS(4), HPO(16), OpenTargets(6)",2.02,0.1274158296701947,0.860901009307237,0.9668451642847742,0.4941584194887159,0.860901009307237
